id,carat,cut,color,clarity,depth,table,x,y,z,price
30860,0.33,Ideal,F,VVS1,61.9,56.0,4.42,4.47,2.75,6.862
30861,2.17,Premium,D,SI2,62.2,59.0,8.28,8.34,5.17,9.709
30862,0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,6.107
30863,0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,8.066
30864,0.45,Ideal,I,VS1,62.1,55.0,4.9,4.92,3.05,6.715
30865,0.58,Ideal,I,VVS1,62.1,56.0,5.34,5.32,3.31,7.498
30866,0.36,Premium,G,SI2,59.3,59.0,4.62,4.66,2.75,6.159
30867,0.7,Good,H,VS2,58.9,65.0,5.69,5.76,3.37,7.69
30868,1.55,Premium,I,VS1,58.2,60.0,7.69,7.59,4.45,9.251
30869,1.1,Ideal,D,VVS2,61.0,56.0,6.67,6.73,4.09,9.251
30870,0.7,Premium,D,SI1,60.2,60.0,5.82,5.75,3.48,7.945
30871,0.31,Ideal,D,VVS2,62.0,56.0,4.35,4.37,2.7,6.941
30872,0.31,Ideal,D,SI1,62.2,54.0,4.36,4.39,2.72,6.337
30873,0.79,Very Good,D,SI2,59.7,58.0,6.0,6.07,3.6,7.965
30874,0.23,Very Good,E,VVS1,61.4,60.0,3.95,3.97,2.43,6.157
30875,1.64,Ideal,E,SI1,60.7,55.0,7.67,7.64,4.65,9.19
30876,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,6.324
30877,1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,8.716
30878,0.52,Ideal,G,VS1,61.3,56.0,5.2,5.17,3.18,7.435
30879,1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87,7.952
30880,1.51,Fair,G,VS1,60.8,66.0,7.35,7.25,4.44,9.469
30881,0.41,Ideal,J,VS1,62.7,57.0,4.75,4.72,2.97,6.721
30882,0.31,Premium,G,SI2,60.3,59.0,4.37,4.35,2.63,6.26
30883,1.77,Ideal,D,SI2,61.8,57.0,7.77,7.71,4.78,9.475
30884,0.3,Premium,J,SI2,59.3,61.0,4.43,4.38,2.61,6.004
30885,0.71,Very Good,G,VS2,63.1,56.0,5.58,5.77,3.58,7.809
30886,1.07,Ideal,E,VVS2,61.3,56.0,6.53,6.6,4.02,9.232
30887,1.22,Premium,G,SI1,60.7,59.0,6.92,6.96,4.21,8.778
30888,0.96,Very Good,G,SI2,63.1,56.0,6.29,6.22,3.95,8.282
30889,1.59,Ideal,I,SI1,62.4,56.0,7.48,7.46,4.66,9.221
30890,0.55,Ideal,I,VS2,58.5,62.0,5.4,5.39,3.16,7.191
30891,0.53,Very Good,E,SI2,63.1,58.0,5.15,5.18,3.26,7.062
30892,0.32,Ideal,G,SI1,62.5,55.0,4.35,4.38,2.73,6.168
30893,1.02,Good,F,SI1,63.3,58.0,6.35,6.39,4.03,8.507
30894,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,7.483
30895,0.3,Premium,I,VVS1,62.8,59.0,4.29,4.24,2.68,6.564
30896,1.51,Very Good,F,SI1,63.0,61.0,7.27,7.3,4.59,9.355
30897,0.75,Very Good,E,VS1,61.9,58.0,5.83,5.86,3.62,8.173
30898,2.0,Ideal,G,SI1,61.7,55.0,8.11,8.07,4.99,9.523
30899,0.35,Ideal,E,VVS1,61.7,54.0,4.56,4.58,2.82,6.908
30900,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,8.909
30901,0.8,Very Good,F,VS1,63.7,56.0,5.87,5.9,3.75,8.149
30902,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,7.754
30903,1.02,Good,F,VS1,57.9,59.0,6.64,6.59,3.83,8.881
30904,2.02,Ideal,G,SI2,63.5,54.0,7.96,8.02,5.07,9.669
30905,0.3,Premium,F,SI2,61.3,58.0,4.28,4.33,2.64,5.976
30906,0.46,Ideal,E,SI2,61.3,55.0,4.98,5.0,3.06,6.841
30907,0.76,Premium,H,VS2,58.7,61.0,5.99,5.96,3.51,7.872
30908,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,6.356
30909,0.3,Ideal,J,VVS1,60.4,57.0,4.36,4.38,2.64,6.14
30910,0.31,Premium,F,VS2,59.4,58.0,4.45,4.37,2.62,6.619
30911,1.51,Fair,G,SI1,65.0,59.0,6.99,7.07,4.57,9.069
30912,0.43,Ideal,D,SI1,61.5,56.0,4.82,4.87,2.98,6.721
30913,0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,6.771
30914,0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,7.156
30915,0.56,Ideal,G,SI1,62.5,56.0,5.21,5.28,3.28,7.2
30916,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,6.802
30917,1.13,Very Good,H,SI2,59.8,59.0,6.75,6.82,4.06,8.42
30918,0.37,Premium,F,VVS2,62.9,56.0,4.58,4.52,2.86,6.854
30919,0.31,Good,H,VS1,64.0,59.0,4.28,4.25,2.73,6.548
30920,0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,7.951
30921,1.16,Ideal,G,VVS2,62.0,56.0,6.71,6.75,4.17,9.065
30922,1.4,Ideal,H,SI2,61.2,56.0,7.18,7.23,4.41,8.866
30923,0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65,7.812
30924,2.05,Premium,G,SI1,62.2,56.0,8.19,8.08,5.06,9.53
30925,0.51,Ideal,D,VVS2,61.7,56.0,5.16,5.14,3.18,7.916
30926,0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,5.976
30927,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71,6.136
30928,0.3,Ideal,F,VS1,62.3,54.0,4.31,4.33,2.69,6.422
30929,0.3,Ideal,F,VVS1,61.7,56.0,4.33,4.35,2.68,6.753
30930,0.41,Premium,G,VVS2,61.4,58.0,4.8,4.75,2.93,6.981
30931,0.3,Premium,E,SI1,60.0,60.0,4.38,4.36,2.62,6.515
30932,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,8.971
30933,1.5,Good,G,SI2,64.3,57.0,7.2,7.29,4.66,8.993
30934,0.31,Premium,E,VS2,60.5,60.0,4.36,4.34,2.63,6.771
30935,0.3,Ideal,E,VVS1,61.2,58.0,4.28,4.31,2.63,6.731
30936,0.32,Very Good,E,SI1,63.4,56.0,4.34,4.31,2.74,6.51
30937,1.5,Premium,I,SI1,58.6,62.0,7.46,7.43,4.36,9.011
30938,0.71,Very Good,J,VS1,62.4,58.0,5.67,5.7,3.55,7.631
30939,1.5,Premium,D,SI1,60.5,59.0,7.44,7.39,4.49,9.349
30940,0.36,Ideal,F,SI2,62.2,55.0,4.57,4.59,2.85,6.109
30941,0.86,Premium,H,SI1,62.7,59.0,6.04,5.98,3.77,7.955
30942,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,8.721
30943,0.62,Fair,E,VS1,58.8,67.0,5.66,5.57,3.29,7.76
30944,1.0,Ideal,E,VS2,62.0,55.0,6.42,6.38,3.97,8.707
30945,1.22,Premium,G,VS2,61.2,58.0,6.91,6.81,4.2,8.971
30946,1.54,Ideal,J,VS1,62.0,53.0,7.41,7.49,4.62,9.013
30947,0.72,Ideal,G,SI2,62.1,59.0,5.71,5.76,3.56,7.668
30948,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,7.701
30949,1.03,Very Good,E,VS1,61.5,58.0,6.43,6.55,3.99,8.92
30950,0.51,Good,E,VS2,56.6,59.0,5.37,5.26,3.01,7.485
30951,0.73,Premium,E,SI2,60.6,59.0,5.85,5.8,3.53,7.756
30952,0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66,6.596
30953,0.52,Ideal,G,VVS2,62.1,56.0,5.14,5.16,3.2,7.514
30954,0.34,Ideal,H,SI1,60.7,56.0,4.58,4.52,2.76,6.443
30955,1.0,Good,F,SI1,63.3,61.0,6.29,6.31,3.99,8.458
30956,0.41,Ideal,F,VS2,62.4,58.0,4.77,4.75,2.97,6.989
30957,1.03,Ideal,F,VS2,60.7,56.0,6.58,6.56,3.99,8.804
30958,0.77,Very Good,E,SI2,59.9,61.0,5.98,6.01,3.59,7.92
30959,0.9,Premium,E,SI1,59.8,58.0,6.26,6.21,3.73,8.317
30960,1.1,Premium,H,SI1,62.1,58.0,6.61,6.59,4.1,8.379
30961,0.7,Very Good,I,SI1,62.5,60.0,5.64,5.68,3.54,7.62
30962,0.92,Ideal,J,VS2,61.1,57.0,6.31,6.22,3.83,8.076
30963,1.0,Fair,G,SI1,65.7,54.0,6.24,6.16,4.07,7.994
30964,0.91,Good,F,SI1,64.0,57.0,6.17,6.08,3.92,8.121
30965,2.11,Very Good,H,SI2,61.5,60.0,8.22,8.3,5.08,9.651
30966,0.41,Premium,F,VVS2,60.3,58.0,4.83,4.79,2.9,7.083
30967,0.3,Very Good,E,IF,60.1,60.0,4.3,4.32,2.59,6.933
30968,0.58,Ideal,D,VVS1,62.2,56.0,5.34,5.36,3.33,8.227
30969,0.78,Very Good,E,SI1,60.9,57.0,5.93,5.97,3.62,8.025
30970,0.33,Ideal,F,VS2,62.3,56.0,4.43,4.46,2.77,6.501
30971,0.36,Premium,F,VS2,59.4,56.0,4.71,4.69,2.79,6.808
30972,1.02,Very Good,D,SI1,60.3,56.0,6.55,6.57,3.96,8.834
30973,0.36,Premium,E,VS2,61.8,58.0,4.57,4.52,2.81,6.921
30974,2.47,Premium,I,SI2,62.5,56.0,8.65,8.6,5.39,9.614
30975,1.21,Ideal,G,VS2,61.7,56.0,6.85,6.83,4.22,8.776
30976,0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,6.361
30977,1.05,Premium,H,SI1,59.3,58.0,6.65,6.61,3.93,8.549
30978,0.63,Premium,E,VVS1,60.9,60.0,5.52,5.55,3.37,7.925
30979,0.34,Very Good,G,VVS1,61.7,56.0,4.49,4.51,2.78,6.708
30980,0.33,Very Good,E,VVS1,61.5,57.0,4.44,4.48,2.75,7.006
30981,0.55,Ideal,E,SI1,60.9,56.0,5.28,5.32,3.23,7.278
30982,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,7.954
30983,1.01,Premium,I,SI2,59.4,57.0,6.59,6.57,3.91,8.287
30984,0.36,Ideal,I,SI1,61.7,55.0,4.58,4.62,2.84,6.225
30985,0.31,Premium,D,VVS1,61.2,59.0,4.38,4.35,2.67,6.98
30986,1.0,Ideal,D,VS2,62.2,54.0,6.45,6.42,4.0,8.988
30987,1.38,Ideal,G,VS1,62.2,54.0,7.18,7.14,4.45,9.352
30988,1.53,Ideal,H,I1,62.3,56.0,7.38,7.34,4.59,8.776
30989,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,8.698
30990,0.71,Ideal,D,SI1,61.8,56.0,5.72,5.76,3.54,8.161
30991,1.04,Premium,G,SI2,62.2,59.0,6.57,6.49,4.06,8.259
30992,0.9,Ideal,H,VS2,60.9,54.0,6.19,6.22,3.78,8.491
30993,0.31,Ideal,E,SI1,61.9,53.0,4.36,4.4,2.71,6.246
30994,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,7.96
30995,1.31,Ideal,I,VS1,62.2,57.0,7.0,7.03,4.36,8.956
30996,0.72,Very Good,F,VS2,61.6,58.0,5.75,5.78,3.55,8.083
30997,1.09,Ideal,H,VVS1,61.4,56.0,6.64,6.67,4.09,8.861
30998,0.34,Ideal,E,SI1,61.0,55.0,4.54,4.56,2.77,6.457
30999,0.3,Very Good,E,VVS2,62.4,58.0,4.28,4.31,2.68,6.433
31000,1.23,Very Good,D,SI2,62.3,58.0,6.78,6.81,4.23,8.811
31001,0.43,Ideal,G,SI1,61.3,55.0,4.88,4.9,3.0,6.821
31002,1.5,Premium,H,I1,61.1,59.0,7.37,7.26,4.47,8.188
31003,0.31,Premium,D,SI1,60.6,59.0,4.35,4.39,2.65,6.279
31004,0.3,Ideal,E,VVS1,62.0,58.0,4.28,4.3,2.66,6.759
31005,0.55,Ideal,D,SI2,61.3,57.0,5.28,5.23,3.22,7.221
31006,1.24,Very Good,G,VS1,60.2,58.0,6.96,7.0,4.2,9.184
31007,1.03,Ideal,H,VVS2,62.4,53.0,6.45,6.51,4.05,8.789
31008,0.31,Ideal,H,VVS1,62.0,54.0,4.34,4.37,2.7,6.532
31009,1.01,Premium,G,SI1,60.2,59.0,6.54,6.49,3.92,8.563
31010,0.62,Fair,F,IF,60.1,61.0,5.53,5.56,3.33,7.959
31011,0.3,Very Good,F,VS2,58.8,60.0,4.37,4.41,2.58,6.261
31012,0.9,Very Good,F,SI2,60.3,57.0,6.27,6.34,3.8,8.166
31013,0.6,Ideal,E,VS1,61.7,55.0,5.41,5.44,3.35,7.928
31014,0.26,Ideal,D,VVS2,62.5,56.0,4.08,4.11,2.56,6.395
31015,1.21,Ideal,F,VS2,61.2,57.0,6.87,6.82,4.19,9.042
31016,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,9.724
31017,0.39,Very Good,G,SI2,63.2,57.0,4.65,4.57,2.92,6.392
31018,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,8.517
31019,1.52,Premium,I,SI1,61.9,58.0,7.42,7.37,4.58,9.063
31020,0.31,Very Good,H,VVS2,61.2,55.0,4.41,4.44,2.7,6.36
31021,1.0,Good,E,VS2,60.7,62.0,6.33,6.46,3.88,8.745
31022,1.58,Very Good,G,VS1,62.8,57.0,7.34,7.4,4.63,9.544
31023,2.42,Premium,J,SI2,62.3,58.0,8.63,8.55,5.35,9.693
31024,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,8.58
31025,0.85,Good,G,SI1,64.9,56.0,5.95,5.98,3.87,7.988
31026,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,6.439
31027,0.32,Ideal,H,VS2,60.9,56.0,4.42,4.44,2.7,6.26
31028,0.56,Premium,G,SI1,62.4,58.0,5.23,5.29,3.28,7.173
31029,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,8.636
31030,0.6,Premium,E,VS2,62.7,58.0,5.34,5.37,3.36,7.506
31031,0.67,Good,I,VS2,60.7,61.4,5.6,5.64,3.41,7.443
31032,0.54,Ideal,D,VS2,61.1,57.0,5.29,5.19,3.2,7.597
31033,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,6.872
31034,1.73,Premium,F,SI1,58.0,62.0,7.95,7.91,4.6,9.5
31035,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,8.783
31036,0.31,Very Good,H,VS2,63.0,57.0,4.32,4.34,2.73,6.192
31037,0.43,Ideal,F,VVS1,61.0,56.0,4.87,4.9,2.98,7.214
31038,1.11,Fair,H,SI2,64.4,58.0,6.55,6.5,4.2,8.224
31039,0.41,Premium,G,SI1,60.3,60.0,4.8,4.76,2.88,6.828
31040,1.2,Ideal,H,SI2,61.0,57.0,6.84,6.9,4.19,8.632
31041,0.49,Premium,F,SI2,62.2,59.0,5.09,5.04,3.15,6.978
31042,0.55,Ideal,G,SI2,61.8,55.0,5.27,5.32,3.27,7.113
31043,1.52,Good,F,VS1,63.4,60.0,7.25,7.3,4.61,9.712
31044,0.81,Premium,G,VS1,62.3,56.0,5.95,5.89,3.69,8.091
31045,0.58,Good,G,SI1,63.8,56.0,5.3,5.33,3.39,7.236
31046,0.54,Very Good,F,VS2,60.9,55.0,5.25,5.31,3.21,7.402
31047,1.0,Very Good,F,VS1,60.1,63.0,6.42,6.45,3.87,8.841
31048,1.07,Ideal,H,SI1,61.5,56.0,6.6,6.66,4.08,8.53
31049,0.27,Very Good,E,VS1,62.3,54.0,4.17,4.21,2.61,6.138
31050,0.49,Premium,G,SI2,59.4,60.0,5.17,5.14,3.06,6.988
31051,1.24,Premium,F,SI2,62.2,58.0,6.86,6.8,4.25,8.655
31052,0.24,Very Good,F,VS1,63.0,59.0,3.93,3.97,2.49,6.038
31053,1.15,Premium,I,VS2,62.6,56.0,6.74,6.67,4.2,8.541
31054,0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,7.223
31055,1.5,Very Good,H,SI2,63.0,58.0,7.2,7.25,4.55,8.973
31056,0.8,Premium,F,VS2,59.7,58.0,6.02,5.97,3.58,8.097
31057,1.2,Very Good,F,SI2,62.2,62.0,6.7,6.77,4.19,8.565
31058,1.27,Premium,J,SI1,61.8,58.0,6.97,6.91,4.29,8.541
31059,0.96,Premium,G,SI1,62.0,57.0,6.34,6.31,3.92,8.118
31060,1.01,Premium,F,VS2,60.8,57.0,6.52,6.47,3.95,8.81
31061,0.39,Ideal,F,VS1,62.2,56.0,4.7,4.63,2.9,6.931
31062,1.64,Ideal,F,SI2,61.4,57.0,7.59,7.55,4.65,9.299
31063,0.34,Premium,E,VS2,62.8,58.0,4.45,4.43,2.79,6.863
31064,0.31,Ideal,E,VS1,61.6,57.0,4.35,4.32,2.67,6.848
31065,0.63,Ideal,E,VVS1,61.1,58.0,5.49,5.54,3.37,8.065
31066,0.31,Ideal,I,VS1,61.9,55.0,4.35,4.38,2.7,6.221
31067,1.36,Good,G,SI1,64.3,59.0,6.93,6.85,4.43,8.929
31068,1.23,Ideal,G,VS1,61.4,56.0,6.91,6.96,4.26,9.102
31069,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,7.941
31070,1.51,Very Good,G,VS2,59.3,58.0,7.32,7.49,4.39,9.32
31071,0.43,Ideal,G,VVS2,60.9,57.0,4.9,4.85,2.97,7.029
31072,0.41,Ideal,F,IF,61.3,56.0,4.76,4.77,2.92,7.272
31073,0.41,Ideal,E,VVS2,62.3,56.0,4.78,4.75,2.97,7.125
31074,0.72,Ideal,F,SI2,62.0,57.0,5.72,5.76,3.56,7.766
31075,0.32,Ideal,G,VS1,62.3,54.0,4.39,4.37,2.73,6.719
31076,0.31,Ideal,G,VVS1,62.8,57.0,4.33,4.3,2.71,6.884
31077,0.7,Ideal,D,VVS2,61.1,55.0,5.75,5.78,3.52,8.62
31078,0.38,Very Good,G,VVS1,59.9,56.0,4.73,4.75,2.84,6.877
31079,0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,6.299
31080,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,9.443
31081,0.51,Premium,G,VVS1,60.1,56.0,5.35,5.16,3.16,7.655
31082,0.37,Premium,G,VS2,60.1,59.0,4.64,4.68,2.8,6.475
31083,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,6.011
31084,1.59,Ideal,D,SI1,61.3,56.0,7.5,7.6,4.63,9.495
31085,0.31,Ideal,D,SI1,62.6,57.0,4.3,4.33,2.7,6.347
31086,0.64,Very Good,E,VVS2,61.8,59.0,5.51,5.53,3.41,8.172
31087,1.54,Very Good,D,VS1,59.1,59.0,7.51,7.55,4.45,9.726
31088,0.7,Very Good,D,VVS2,62.8,60.0,5.65,5.69,3.56,8.3
31089,0.4,Very Good,G,VVS2,60.6,59.0,4.74,4.8,2.89,6.766
31090,0.3,Ideal,H,VVS2,61.5,56.0,4.34,4.38,2.68,6.365
31091,0.9,Premium,G,SI2,61.1,58.0,6.18,6.22,3.79,8.103
31092,1.22,Premium,H,VS1,63.0,59.0,6.8,6.73,4.26,8.804
31093,0.42,Ideal,I,VVS1,62.4,57.0,4.79,4.83,3.0,6.784
31094,0.57,Ideal,F,VS1,61.9,55.0,5.34,5.32,3.3,7.691
31095,0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,6.136
31096,0.41,Premium,I,VVS2,59.9,58.0,4.87,4.81,2.9,6.967
31097,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,8.623
31098,0.5,Premium,E,VS2,62.3,60.0,5.05,5.09,3.16,7.393
31099,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,8.024
31100,1.58,Ideal,I,VS1,62.4,54.0,7.43,7.46,4.64,9.298
31101,0.51,Premium,G,SI1,61.4,58.0,5.17,5.14,3.16,6.976
31102,1.03,Good,J,SI2,56.2,62.0,6.69,6.73,3.77,8.067
31103,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,6.184
31104,0.3,Premium,H,VVS1,61.8,58.0,4.36,4.32,2.68,6.778
31105,0.77,Premium,E,SI2,62.5,60.0,5.84,5.8,3.64,7.683
31106,0.51,Ideal,E,VS1,61.5,56.0,5.16,5.11,3.16,7.523
31107,1.28,Ideal,G,VVS1,62.1,56.0,6.96,6.93,4.31,9.328
31108,0.43,Ideal,H,SI1,62.1,57.0,4.83,4.77,2.98,6.755
31109,1.0,Premium,H,SI2,59.0,58.0,6.62,6.5,3.87,8.152
31110,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,7.935
31111,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,6.409
31112,0.41,Ideal,G,SI2,61.9,54.0,4.81,4.78,2.97,6.501
31113,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,7.537
31114,1.5,Very Good,F,VVS1,60.0,60.0,7.36,7.44,4.44,9.757
31115,1.24,Very Good,F,VVS2,59.0,58.0,6.98,7.03,4.13,9.327
31116,0.72,Very Good,F,VS1,63.2,57.0,5.69,5.73,3.61,8.034
31117,1.19,Premium,D,SI2,58.8,58.0,7.04,6.9,4.1,8.613
31118,0.39,Ideal,J,VS2,61.4,57.0,4.72,4.66,2.88,6.615
31119,1.01,Very Good,H,SI1,63.0,57.0,6.34,6.36,4.0,8.551
31120,2.01,Good,F,I1,64.0,56.0,7.93,7.91,5.07,8.808
31121,0.32,Premium,E,SI2,59.7,60.0,4.45,4.43,2.65,6.356
31122,0.53,Very Good,G,VVS2,60.5,59.0,5.24,5.29,3.19,7.452
31123,0.43,Very Good,G,SI1,60.4,58.0,4.87,4.9,2.95,6.625
31124,1.2,Very Good,J,VS2,63.1,56.0,6.77,6.71,4.25,8.35
31125,0.74,Fair,E,I1,58.2,65.0,6.03,5.89,3.47,7.531
31126,1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,8.377
31127,0.83,Good,F,SI2,57.5,61.0,6.22,6.17,3.56,7.766
31128,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,7.745
31129,0.72,Very Good,E,SI2,63.4,58.0,5.66,5.64,3.58,7.866
31130,1.11,Ideal,F,SI2,61.7,55.0,6.66,6.63,4.1,8.506
31131,0.42,Ideal,I,VS2,61.4,56.0,4.83,4.85,2.97,6.986
31132,0.81,Ideal,H,VS2,61.6,56.0,6.03,5.98,3.7,8.034
31133,0.82,Very Good,F,SI2,62.9,59.0,5.89,5.93,3.72,7.88
31134,1.2,Ideal,G,VS1,62.4,57.0,6.74,6.82,4.23,9.059
31135,0.5,Very Good,G,SI1,62.1,59.0,5.09,5.12,3.17,7.12
31136,1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23,8.754
31137,1.22,Ideal,G,VS1,61.3,56.0,6.93,6.88,4.23,9.026
31138,0.53,Premium,H,VS2,61.4,52.0,5.29,5.26,3.24,7.253
31139,0.31,Ideal,H,VVS2,62.5,55.0,4.34,4.37,2.72,6.438
31140,1.0,Very Good,F,VS2,61.9,58.0,6.41,6.49,3.99,8.843
31141,0.71,Good,E,SI2,57.5,58.0,5.91,5.89,3.39,7.486
31142,1.03,Very Good,D,SI2,62.8,56.0,6.43,6.46,4.05,8.451
31143,0.71,Ideal,G,SI1,61.6,56.0,5.73,5.76,3.54,7.882
31144,1.05,Ideal,J,SI1,61.7,55.0,6.54,6.56,4.04,8.39
31145,0.9,Premium,D,SI1,61.4,62.0,6.19,6.05,3.76,8.391
31146,1.0,Premium,G,SI1,60.5,61.0,6.51,6.45,3.92,8.547
31147,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,6.458
31148,0.53,Ideal,D,VVS1,62.0,57.0,5.16,5.2,3.21,7.913
31149,1.16,Premium,I,VS2,62.4,58.0,6.69,6.65,4.16,8.52
31150,0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34,7.751
31151,0.32,Ideal,F,IF,60.9,57.0,4.4,4.44,2.69,6.834
31152,1.21,Very Good,H,VS1,63.4,55.0,6.76,6.81,4.3,8.85
31153,0.31,Ideal,H,VS2,61.0,57.0,4.38,4.41,2.68,6.229
31154,0.7,Ideal,F,VS1,60.3,57.0,5.74,5.79,3.47,8.119
31155,0.33,Ideal,F,VS2,62.3,56.0,4.45,4.41,2.76,6.75
31156,0.41,Very Good,D,SI2,63.1,54.0,4.75,4.72,2.99,6.707
31157,1.01,Fair,F,VS2,66.1,61.0,6.1,6.04,4.01,8.474
31158,1.21,Premium,I,SI1,62.1,56.0,6.92,6.76,4.25,8.598
31159,0.34,Very Good,H,VVS2,61.4,58.0,4.46,4.5,2.75,6.531
31160,0.7,Premium,I,VS1,61.7,61.0,5.69,5.63,3.49,7.712
31161,0.52,Very Good,F,VS1,63.2,57.0,5.09,5.1,3.22,7.466
31162,0.5,Fair,G,VS2,65.1,56.0,5.02,4.99,3.26,7.121
31163,1.51,Ideal,G,VVS2,62.1,58.0,7.34,7.31,4.54,9.65
31164,0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,7.396
31165,1.21,Ideal,H,VS2,62.4,59.0,6.81,6.79,4.24,8.887
31166,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,7.272
31167,0.31,Good,G,VS2,63.2,58.0,4.28,4.3,2.71,6.229
31168,0.51,Ideal,F,VS2,61.4,56.0,5.13,5.16,3.16,7.358
31169,0.35,Ideal,G,IF,61.8,55.0,4.56,4.54,2.81,7.018
31170,0.31,Premium,D,SI2,62.1,59.0,4.35,4.31,2.69,6.385
31171,1.09,Ideal,H,SI1,62.3,55.0,6.61,6.58,4.11,8.56
31172,1.01,Very Good,H,VS2,62.8,59.0,6.33,6.38,3.99,8.623
31173,0.31,Ideal,E,VS1,60.9,57.0,4.41,4.39,2.68,6.848
31174,0.41,Ideal,G,VVS2,62.5,55.0,4.75,4.76,2.97,6.915
31175,0.5,Very Good,F,SI2,62.9,57.0,5.02,5.06,3.17,6.928
31176,0.31,Very Good,D,SI1,61.1,57.0,4.35,4.36,2.66,6.347
31177,2.28,Very Good,H,SI2,63.3,54.0,8.36,8.29,5.27,9.466
31178,0.38,Ideal,E,VVS1,62.6,56.0,4.64,4.6,2.89,7.191
31179,1.51,Premium,E,SI1,58.6,62.0,7.58,7.53,4.43,9.446
31180,0.3,Premium,G,VVS2,61.2,58.0,4.32,4.34,2.65,6.528
31181,0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15,7.435
31182,2.1,Ideal,I,SI1,61.7,55.0,8.21,8.13,5.04,9.487
31183,0.26,Ideal,G,VS1,62.1,55.0,4.09,4.12,2.55,6.17
31184,0.9,Very Good,E,SI1,62.3,61.0,6.12,6.17,3.83,8.26
31185,0.4,Ideal,G,VVS1,62.2,54.0,4.73,4.76,2.95,6.965
31186,0.3,Ideal,D,VS2,62.6,56.0,4.31,4.28,2.69,6.815
31187,0.33,Ideal,F,VVS1,62.4,55.0,4.42,4.4,2.75,6.929
31188,0.4,Ideal,E,SI1,61.1,56.0,4.79,4.77,2.92,6.851
31189,1.6,Very Good,H,SI1,63.2,55.0,7.46,7.41,4.7,9.205
31190,0.4,Ideal,E,SI1,61.2,57.0,4.74,4.7,2.89,6.851
31191,0.9,Very Good,F,SI2,62.6,56.0,6.13,6.17,3.85,8.122
31192,0.49,Premium,F,SI2,60.8,60.0,5.12,5.04,3.09,6.888
31193,1.21,Premium,H,VS2,61.5,58.0,6.82,6.78,4.18,8.811
